Filename	Title	StartDateTime	Duration (minutes)	Genre1	Genre2	Synopsis Short	Synopsis Medium	Synopsis Long
5672840908463454588	Nigel Slater's Simple Cooking	09/11/2011	30	factual/foodanddrink	documentaries	Nigel Slater looks at how contrasting textures can really lift a dish.	Nigel Slater explores classic taste combinations. He looks at how contrasting textures can really lift a dish, and makes a savoury pie with a puff pastry crust.	Nigel Slater continues his exploration of brilliant culinary combinations, this time turning his attention to texture.   Success in the kitchen is not just about tastes and flavours; contrasting textures can really lift a dish. He makes a classic savoury pie with a puff pastry crust, and a reworking of his favourite childhood pudding: poached pears. He even puts traditional pizza ingredients together in a new way to make an entirely original dish.  Nigel also travels to Brighton to meet a couple who have their own seafront smokery, who show him a soft and crisp recipe of their own.
5673196531755563709	Country Tracks	10/11/2011	55	factual/scienceandnature/natureandenvironment	documentaries	Joe Crowley travels west from the mainland of Scotland to the Isle of Islay.	Joe Crowley travels west from the mainland of Scotland to the Isle of Islay, the southernmost island of the Inner Hebrides, which has lots to offer the intrepid traveller.	Joe Crowley travels west from the mainland of Scotland to the Isle of Islay, 'Queen of the Hebrides'. Islay is the southernmost island of the Inner Hebrides and has lots to offer the intrepid traveller.   Joe learns of shipwrecks, visits the historic meeting place of the Lords of the Isles, hears a Gaelic choir and tastes some of Islay's finest local produce.
5673535404675217927	Countryfile	14/11/2011	55	factual/scienceandnature	magazinesandreviews	Ellie Harrison presents a special remembrance edition of Countryfile.	Ellie Harrison presents a special remembrance edition of Countryfile looking back at places that have been shaped by war.	Ellie Harrison presents a special remembrance edition of Countryfile looking back at places that have been shaped by war. She discovers how huge military insignia came to be carved into a Wiltshire hillside, before taking to the skies in a classic British warplane, the Tiger Moth.  Matt Baker heads to Sandhurst to see trainee officers being put through their paces. He then goes to Slapton Sands, where 70 years ago soldiers, sailors and airmen were training for D-day.  Adam Henson finds out about the secret role that land workers had in defending the country during the Second World War.  And Julia Bradbury travels to Wales to meet soldiers with a reputation for being some of the fiercest in the British Army.
5675062265548948214	Nigel Slater's Simple Cooking	15/11/2011	30	factual/foodanddrink	documentaries	Nigel Slater unravels the magic behind the classic taste combination of sugar and spice.	Nigel Slater unravels the magic behind the classic taste combination of sugar and spice, revealing why this exotic marriage works so well in the kitchen.	In this episode, Nigel unravels the magic behind the combination of sugar and spice, revealing why this exotic marriage works so well in the kitchen. Alongside a classic cinnamon, ginger and plum cake, Nigel demonstrates some unexpected recipes that also have sugar and spice at their heart - such as sticky ribs, and a spicy lentil stew with caramelised onions.   Continuing on his journey to meet fellow passionate cooks, Nigel heads to Sherwood Forest to sample a sweetly-spiced pancake that has the locals flocking.
5675443658644833084	Nigel Slater's Simple Cooking	16/11/2011	30	factual/foodanddrink	documentaries	Nigel explores dishes that work due to ingredients that have been born and bred together.	Nigel Slater explores dishes that marry ingredients born and bred together - flavours that share the same season or same landscape - and cooks a tasty autumnal dish.	Nigel Slater looks to mother nature for inspiration in this episode of the cookery series, as he explores dishes that work thanks to their marriage of ingredients that have been born and bred together.   Whether it is flavours that share the same season or the same landscape, Nigel shows us how we can use the principle of born and bred to transform our everyday suppers. The proof is in a tasty autumnal dish of baked mushrooms and chestnuts, a home-grown pud of blackberry and fig pie, and a Mediterranean-inspired recipe with baked peppers, tomatoes and basil.   Away from the kitchen Nigel visits two brothers on their farm in Dartmoor, to explore the link between the land the animals have been born and bred on and the juicy flavour of their meat.
5676133000895841221	Countryfile	23/11/2011	60	factual/scienceandnature	magazinesandreviews	Matt Baker and Ellie Harrison enjoy the contrasting landscapes of the Derwent Valley.	Matt Baker and Ellie Harrison are in Derbyshire enjoying the contrasting landscapes of the Derwent Valley. Matt goes mountain biking in the hills, while Ellie follows the river.	Matt Baker and Ellie Harrison are in Derbyshire enjoying the contrasting landscapes of the Derwent Valley. Matt is in the north, mountain biking through the rugged mountains and lush forests of the Peak District.   Twenty miles to the south, Ellie discovers how the River Derwent helped to fuel the industrial revolution - before finding out that, these days, water power is being harnessed to create electricity.   Tom Heap is on the other side of the Midlands investigating why British pig farmers are struggling to make a living, despite the growing global demand for meat.   Meanwhile, on his farm, Adam Henson is trying to find ways of making money from his own rare breed pigs.
5678029658453757894	Nigel Slater's Simple Cooking	23/11/2011	30	factual/foodanddrink	documentaries	Nigel Slater looks at the role of contrasting temperatures in cooking.	Nigel Slater looks at the role of contrasting temperatures, showing how the marriage of something hot with something cold can turn a good dish into something special.	Continuing his exploration of culinary combinations and pairings, Nigel Slater looks at the role of contrasting temperatures in this programme, to show us how the marriage of something hot with something cold can turn a good dish into something really special.   From a simple twist on the classic hot apple pie and ice cream, to a chip shop-inspired dish of sizzling fish with a lime and chilli 'vinegar', Nigel helps us to understand the role of hot and cold, and how we can use it to improve our own cooking.   On the road, Nigel is treated to a special breakfast in Scotland by a champion porridge maker, and discovers there is a little more to this recipe than steaming oats and cold milk.
5678387858726246146	Country Tracks	24/11/2011	60	factual/scienceandnature/natureandenvironment	documentaries	Helen Skelton travels along the English shore of the Bristol Channel.	Helen Skelton travels along the English shore of the Bristol Channel. Helen begins her journey by visiting the hidden village of Culbone.	Helen Skelton travels along the English shore of the Bristol Channel. Helen begins her journey by visiting the hidden village of Culbone.   Following the coast she finds out why the picturesque fishing village of Porlock Weir is under threat from the tide, learns how Grade I listed Dunster Castle stays warm in winter and ends her journey at a wildlife rescue centre releasing herring gulls back into the wild.
5678730597116464844	Countryfile	30/11/2011	55	factual/scienceandnature	magazinesandreviews	Matt and Ellie head to the south of England to discover the landscapes of Cranborne Chase.	Matt Baker and Ellie Harrison travel to the south of England to discover the beautiful landscapes of Cranborne Chase, while Adam Henson explains the dangers of farm work.	Matt Baker and Ellie Harrison travel to the south of England to discover the beautiful and varied landscapes of Cranborne Chase.   Matt visits the Cranborne Estate, where they are still using traditional methods of farming as well as breeding Adam's favourite, White Park cattle. Ellie gets her hands dirty, helping a group of volunteers restore part of the chase to its original chalk grassland, before going exploring on a bike famous for its little wheels.   Meanwhile, John Craven heads for the coast to discover whether there is a future for Britain's struggling fishing communities. Adam Henson explains the many dangers of working on a farm, and Jules Hudson gets stuck in with the largest water buffalo herd in Europe.
5679137760016122882	Nigel Slater's Simple Cooking	26/11/2011	30	factual/foodanddrink		Nigel explores unusual ingredients and quirky twists on classic recipes.	Nigel shows how the most unlikely combinations of ingredients can often be the best, as he makes a refreshing winter salad and a savoury take on apple crumble.	Nigel shows us that the most unlikely combinations of ingredients can often be the best, as he explores unusual ingredients and quirky twists on classic recipes.  Newcomers to black pudding will be tempted by Nigel's alternative sausage roll, while lovers of the traditional bread and butter dessert will love Nigel's version, made with exotic spices and caramelised bananas.  There's also a refreshing winter salad using some unsung heroes from the vegetable aisle, and a wonderful savoury take on an apple crumble.  In Derbyshire, Nigel is introduced to a rather unusual meat - boar - as young farmer Tom Clarke cooks him his signature boar burger.
5681328193337091072	Countryfile	05/12/2011	55	factual/scienceandnature	magazinesandreviews	John Craven and Ellie Harrison explore the wild, natural beauty of the Antrim coast.	John Craven and Ellie Harrison head to Northern Ireland to explore the wild, natural beauty of the Antrim coast. John discovers how the landscape has been shaped by farming.	John Craven and Ellie Harrison head to Northern Ireland to explore the wild, natural beauty of the Antrim coast. John discovers how the landscape has been shaped by farming, and explains why this stretch of coastline is one of his all-time favourites.   Ellie gets to view the whole area from the sea when she becomes one of the first people to try out a new kayaking trail. She then goes on the trail of one of the oldest species still living on the planet.   Tom Heap investigates claims that the use of antibiotics on animals could be putting human health at risk. Meanwhile, Adam goes in search of a new Irish moiled bull to join his prized herd.
5683584339657678966	Country Tracks	08/12/2011	55	factual/scienceandnature/natureandenvironment	documentaries	Helen Skelton travels through East Anglia, from Rede to Orford.	Helen Skelton travels through East Anglia. She visits the small village of Rede, where she discovers one of the rarest horse breeds in the world - the Suffolk punch.	Helen Skelton travels through East Anglia. She starts her journey on a farm in the small village of Rede, where she discovers one of the rarest horse breeds in the world - the Suffolk punch. From there, she heads to Bury St Edmunds to see the ancient ruins of the abbey and learn about the origins of our legal system. At her next stop, near the village of Flixton, she experiences what it's like to own your own piece of woodland. Helen's journey ends on the coast at Orford, where she samples the delicious local food of Suffolk.
5683925789557713461	Countryfile	15/12/2011	55	factual/scienceandnature	magazinesandreviews	Ellie Harrison explores the literary landscape of the Vale of Aylesbury.	Ellie Harrison explores the literary landscape of the Vale of Aylesbury, the setting that has inspired some of Britain's greatest writers and poets including Milton and Roald Dahl.	Ellie Harrison explores the literary landscape of the Vale of Aylesbury, a setting that has inspired some of Britain's greatest writers and poets. It is where Milton found his Paradise Lost, where Roald Dahl created The Fantastic Mr Fox, and where Enid Blyton's Noddy first met Big Ears.   Jules Hudson is with The Horses Trust as they celebrate their 125th anniversary and take custody of four retired police horses from Greater Manchester Police. Ellie also spends time with one of the country's last hand-made brick makers as he turns the red clay of the Chilterns into bespoke bricks.   John Craven is in Lancashire investigating 'fracking' - a highly controversial method of getting natural gas from the ground. Adam follows his crop of wheat from field to mill to bakery, and Helen Skelton visits one of the last of the old shepherds meets, the Wasdale Show.
5683973463706940711	Mongrels	09/12/2011	30	comedy:comedy/sitcoms		Destiny finds a knock-out strategy to win her dream man - John Terry's dog.	Adult multi-species puppet comedy. Destiny finds a knock-out strategy to win John Terry's dog. Recruited by a secret society of foxes, it's time for Nelson to kill or be killed.	Mongrels, the hilarious, award-winning, adult puppet comedy, returns. Starring Nelson, the metrosexual fox; Destiny, the pretentious pedigree bitch; Marion, the slow-brained street cat; Kali, the rude-girl pigeon; and Vince, the proper ****ing fox.   Starring the voices of Rufus Jones, Lucy Montgomery, Dan Tetsell, Katy Brand, Paul Kaye, and Ruth Bratt. Created by Adam Miller, developed by Jon Brown, Adam Miller and Daniel Peak, written by Jon Brown and Daniel Peak. Puppets created by Talk to the Hand.   Destiny finds a knock-out strategy to win her dream man - John Terry's dog. Recruited by a secret society of bloodthirsty foxes, it's time for Nelson to kill or be killed. Marion is entranced by a peculiarly knowledgeable goldfish.
5685054506963104654	Bible's Buried Secrets	16/12/2011	60	factual/history:religionandethics	documentaries	Dr Francesca Stavrakopoulou goes on the trail of King David and his fabled empire.	Dr Francesca Stavrakopoulou visits key archaeological excavations and examines evidence for and against the Biblical account of King David.	Dr Francesca Stavrakopoulou goes on the trail of the Biblical King David and his fabled empire. A national hero and icon for the Jewish people, and a divine king for Christians, David is best known as the boy-warrior who defeated the Philistine giant Goliath. As king, he united the tribes of Israel. But did he really rule over a vast Israelite kingdom? Did he even exist?   Stavrakopoulou visits key archaeological excavations where ground-breaking finds are being unearthed, and examines evidence for and against the Biblical account of King David. She explores the former land of the Philistines, home of the giant Goliath, and ruins in the north of Israel and in old Jerusalem itself purporting to be remains of David's empire.
5686522097288145936	Countryfile	22/12/2011	60	factual/scienceandnature	magazinesandreviews	Matt and Ellie head to Great Britain's largest lake, Loch Lomond in Scotland.	Matt and Ellie head to Britain's largest lake, Loch Lomond in Scotland. Matt explores the islands of the Loch and helps one resident exercise his horses by swimming with them.	Matt and Ellie head to Great Britain's largest lake, Loch Lomond in Scotland. Matt explores the islands of the Loch and helps one resident exercise his horses by swimming with them.   Ellie explores the Loch's darker side by investigating the anti-social behaviour which goes on once the summer tourists have left. She goes on patrol with the police, looking for evidence of poaching and vandalism.   John Craven investigates our insatiable appetite for water - and asks whether, in the future, there will be enough to go around. On Adam's farm the latest results are due from his TB testing, and it is time for the cattle to come in for the winter. And James Wong is in Snowdonia looking for evidence of plants and animals left behind by the ice age.
5686571059927561651	Mongrels	16/12/2011	30	comedy:comedy/sitcoms		Nelson has a rare chance to woo Destiny and a rickshaw driver runs over Kali's dinner.	Adult multi-species puppet comedy. Nelson has a rare chance to woo Destiny, Marion's night in is ruined when Vince reveals he's a karaoke hog and a driver runs over Kali's dinner.	Mongrels, the hilarious, award-winning, adult puppet comedy, returns. Starring Nelson, the metrosexual fox; Destiny, the pretentious pedigree bitch; Marion, the slow-brained street cat; Kali, the rude-girl pigeon; and Vince, the proper ****ing fox.   Starring the voices of Rufus Jones, Lucy Montgomery, Dan Tetsell, Katy Brand, Paul Kaye, and Ruth Bratt. Created by Adam Miller, developed by Jon Brown, Adam Miller and Daniel Peak, written by Jon Brown and Daniel Peak. Puppets created by Talk to the Hand.   With Destiny on heat and trapped inside the pub by sex-crazed zombie dogs, Nelson has a once-in-a-lifetime chance to woo her. Marion's night in is ruined when Vince reveals he's a karaoke hog. And after a rickshaw driver runs over her dinner, Kali seeks explosive revenge.
5689158348214435120	Countryfile	23/12/2011	60	factual/scienceandnature	magazinesandreviews	The team re-create a traditional village Christmas in Clifford Chambers, Warwickshire.	The team re-create a traditional village Christmas. They bring together the village of Clifford Chambers and capture a bygone age of community, sharing and general good cheer.	The team re-create a traditional country village Christmas. They bring together the Warwickshire village of Clifford Chambers and capture a bygone age of community, sharing and general good cheer.   No Christmas scene is complete without animals, so Matt Baker visits a couple passionate about their miniature donkeys. Ellie Harrison makes figgy pudding to bring to the celebration, whilst John Craven looks for the modern day gold, frankincense and myrrh.   Adam Henson has sheep on his mind as he takes a young wannabe shepherd to the Royal Welsh Winter Fayre to choose the animals for his very first flock, and Jules Hudson is in the local woods looking for materials to help deck the halls with boughs of holly.
5689182829540259926	Mongrels	23/12/2011	30	comedy:comedy/sitcoms		Kali struggles to win back her perch from an immigrant. Nelson falls for an older vixen.	Adult multi-species puppet comedy. Vince bumps into his old mate Danny Dyer, Kali struggles to win back her perch from a bolshy immigrant and Nelson falls for an older vixen.	Mongrels, the hilarious, award-winning, adult puppet comedy, returns. Starring Nelson, the metrosexual fox; Destiny, the pretentious pedigree bitch; Marion, the slow-brained street cat; Kali, the rude-girl pigeon; and Vince, the proper ****ing fox.   Starring the voices of Rufus Jones, Lucy Montgomery, Dan Tetsell, Katy Brand, Paul Kaye, and Ruth Bratt. Created by Adam Miller, developed by Jon Brown, Adam Miller and Daniel Peak, written by Jon Brown and Daniel Peak. Puppets created by Talk to the Hand.  Vince bumps into his old mate Danny Dyer. Kali struggles to win back her perch from a bolshy immigrant. Nelson falls for a feisty older vixen and runs into trouble with a disapproving relative. When Marion adopts Destiny's owner Gary, Destiny has to compete to regain his affection.
5691356512476501438	Great Expectations	29/12/2011	60	drama/classicandperiod		Pip is summoned by Miss Havisham to Satis House, changing his life forever.	Drama based on the classic novel. A terrifying encounter on the marshes with an escaped convict and a summons from the mysterious Miss Havisham change orphan Pip's life forever.	A terrifying encounter on the marshes with an escaped convict and a summons from the mysterious Miss Havisham change orphan Pip's life forever. He dares to believe he might be destined for a future beyond the marshes - a future linked to that of the beautiful Estella.
5691410629076695137	Mongrels	29/12/2011	30	comedy:comedy/sitcoms		As Vince's best man, Nelson has to find one nice thing to say about him in his speech.	Adult multi-species puppet comedy. It's Vince's wedding day and Nelson is thrilled to be his best man. He just has to find one nice thing to say about Vince in his speech - or die.	Mongrels, the hilarious, award-winning, adult puppet comedy, returns. Starring Nelson, the metrosexual fox; Destiny, the pretentious pedigree bitch; Marion, the slow-brained street cat; Kali, the rude-girl pigeon; and Vince, the proper ****ing fox.   Starring the voices of Rufus Jones, Lucy Montgomery, Dan Tetsell, Katy Brand, Paul Kaye, and Ruth Bratt. Created by Adam Miller, developed by Jon Brown, Adam Miller and Daniel Peak, written by Jon Brown and Daniel Peak. Puppets created by Talk to the Hand.  It's Vince's wedding day and Nelson is thrilled to be his best man. Now all he has to do is find just one nice thing to say about Vince in his speech - or die. Destiny adopts a high-risk strategy to avoid sitting at the singles' table. Kali is faced with a difficult dilemma over the wedding buffet - is it acceptable to eat your own cousin?
5691728886141064661	Great Expectations	30/12/2011	60	drama/classicandperiod		Pip's new life begins in London, a gentleman at last.	Lavish adaptation of the classic Charles Dickens novel. Pip starts his new life as a gentleman in London, quickly acquiring expensive tastes and mounting debts.	Pip starts his new life as a gentleman in London, quickly acquiring expensive tastes and mounting debts. He falls deeper in love with Estella and escorts her around town. As his twenty-first birthday approaches, Pip waits for his benefactor and their intentions to be revealed.
5691744348023330262	Being Eileen	02/01/2012	75	comedy:drama		Festive comedy drama about a family who journey to Lapland to find Santa.	Festive comedy drama about a family who journey to Lapland to find Santa and escape from their troubles. They learn that magic can be found in the most unexpected places.	Festive comedy drama. The Lewis family are determined to leave their troubles at home in Birkenhead when they set out for Lapland in search of Santa, huskies, reindeer, and hopefully the mysterious northern lights. However, they soon discover that baggage is not so easily left behind, but also that magic can be found in the most unexpected places.
5693977302350730773	Timeshift	05/01/2012	60	factual:factual/history	documentaries	Film telling the unnatural history of the now-threatened creature that is 'the smoker'.	With contributions from Barry Cryer, Stuart Maconie and others, this documentary tells the unnatural history of the now-threatened creature that is 'the smoker'.	Timeshift reveals the story of the creature that is 'the smoker'. How did this species arrive on our shores? Why did it become so sexy - and so dominant in our lives? Was there really a time when everywhere people could be found shrouded in a thick blue cloud?   Enlisting the help of Barry Cryer, Stuart Maconie and others, The Smoking Years tells the unnatural history of a quite remarkable - and now threatened - creature. Warning: smoke-filled nostalgia may damage your health.
5694316174440176706	Countryfile	06/01/2012	55	factual/scienceandnature	magazinesandreviews	Ellie Harrison explores some of Britain's finest country estates.	Ellie Harrison explores some of Britain's finest country estates. She visits the Ernest Cook estate in Gloucestershire, examining the legacy left by the philanthropist and recluse.	Ellie Harrison explores some of Britain's finest country estates. She visits the Ernest Cook estate in Gloucestershire, looking at the legacy left by the philanthropist and recluse. She also delves into the Countryfile archives and re-visits Matt Baker's visit to the historic Holker estate in Cumbria.   Julia Bradbury is at the Goodwood estate in West Sussex exploring its racing heritage, whilst Adam Henson is at Castle Howard in North Yorkshire meeting the tenant farmers who have been working on the estate for the last four generations.
5694379310471690422	Mongrels	06/01/2012	30	comedy:comedy/sitcoms		Nelson's bid to salvage the showbiz career of a depressed chimpanzee is thwarted.	Adult multi-species puppet comedy. Nelson's bid to salvage the showbiz career of a depressed chimpanzee is thwarted when his protege reveals an embarrassing personal habit.	Mongrels, the hilarious, award-winning, adult puppet comedy, returns. Starring Nelson, the metrosexual fox; Destiny, the pretentious pedigree bitch; Marion, the slow-brained street cat; Kali, the rude-girl pigeon; and Vince, the proper ****ing fox.   Starring the voices of Rufus Jones, Lucy Montgomery, Dan Tetsell, Katy Brand, Paul Kaye, and Ruth Bratt. Created by Adam Miller, developed by Jon Brown, Adam Miller and Daniel Peak, written by Jon Brown and Daniel Peak. Puppets created by Talk to the Hand.  Nelson's bid to salvage the showbiz career of a depressed chimpanzee is thwarted when his protege reveals an embarrassing personal habit. Marion takes a spin in the washing machine. Kali seeks revenge when her put-downs are outclassed by Destiny's fabulously bitchy new gay best friend.
5695433295433870198	Countryfile	09/01/2012	60	factual/scienceandnature	magazinesandreviews	Adam Henson looks back through the Countryfile archives to explore the farming seasons.	Adam Henson takes a look back through the Countryfile archives from his farm in the Cotswolds, exploring the farming seasons with the help of the rest of the Countryfile team.	Adam Henson takes a look back through the Countryfile archives from his farm in the Cotswolds, exploring the farming seasons with the help of the rest of the Countryfile team.   Matt Baker explores sheep farming in the seemingly inhospitable lands surrounding Snowdonia, while Julia Bradbury digs up one of the nation's favourite spuds on Jersey. Ellie Harrison helps to drive cows from their summer to their winter pastures in the Outer Hebrides, and the whole team enjoy summer agricultural shows across the country.   Meanwhile, Adam has winter jobs to do on his farm, from a new nose ring for Eric the bull to separating the rams from the ewes in the sheep fields.
5695812111549373490	Hairy Bikers' Best of British	14/01/2012	45	factual/foodanddrink:factual/history		Si and Dave explore how our love affair with bread has evolved over centuries.	Si and Dave explore how our love affair with bread has evolved over centuries. The hairy duo try their hand at bagel making and create their own version of the summer pudding.	Si and Dave take a culinary journey through time to celebrate British food.   In this episode, they explore how Britain's love affair with bread has evolved over centuries. With their unique banter and camaraderie, the hairy duo try their hand at bagel making. They also create their own version of the summer pudding and make a delicious soup and roll combo.
5696562012839259885	Country Tracks	12/01/2012	55	factual/scienceandnature/natureandenvironment	documentaries	Ellie Harrison peeks through the keyhole of some of Hertfordshire's homes and gardens.	Ellie Harrison peeks through the keyhole of some of Hertfordshire's homes and gardens, planting trees in St Albans and visiting the former home of Barbara Cartland.	Ellie Harrison peeks through the keyhole of some of Hertfordshire's homes and gardens. Her journey starts near St Albans planting trees for a forest of the future, before she heads over to Scott's Grotto in Ware, a puzzling remnant of 18th-century high society.   Ellie visits the gorgeous house where Barbara Cartland, queen of the romantic novel lived, before heading to Knebworth to learn the story of another inspirational lady.   Ellie's journey comes to an end in Perry Green, at the former Hertfordshire home of one of the world's most-celebrated sculptors - the late Henry Moore.
5696598090576804491	Websex: What's the Harm?	12/01/2012	55	factual	documentaries	Nathalie Emmanuel investigates how the internet is changing the sex lives of young people.	Nathalie Emmanuel investigates how the internet is changing the sex lives of 16-24 year-olds and meets people who rely on social networking sites, mobile technology and webcams.	Nathalie Emmanuel investigates how the internet is changing the sex lives of 16-24 year-olds across Britain. Nathalie meets young people who rely on social networking sites, the latest mobile technology and webcams. For the first time she reveals figures from an academic study which shows how many people have taken their sex lives online, and exactly what they are doing.
5696906039719669132	Countryfile	16/01/2012	55	factual/scienceandnature	magazinesandreviews	Matt Baker and Ellie Harrison explore the Wolds of East Yorkshire.	Matt Baker and Ellie Harrison explore the Wolds of East Yorkshire. Matt takes to the Wolds Way national trail to unveil a new land art installation.	Matt Baker and Ellie Harrison explore the Wolds of East Yorkshire. Matt takes to the Wolds Way national trail to unveil a new land art installation, while Ellie gets an insight into the workings of one of the UK's greatest living artists. For the last few years, David Hockney has painted the Wolds near his East Yorkshire home. Now, ahead of a major new exhibition, he invites Countryfile into his home and his studio for a sneak preview. And he has granted the programme a world exclusive: the first broadcast of a brand new film that forms the centrepiece of his Royal Academy show.   Elsewhere, John Craven talks to the prime minister, David Cameron, about some of the biggest issues facing the countryside and the environment in the year ahead. Down his Cotswold farm, Adam has got his work cut out trying out a new sheepdog.
5698055372968079741	Hairy Bikers' Best of British	16/01/2012	45	factual/foodanddrink:factual/history		Si and Dave explore the history behind the vegetarian society.	Si and Dave explore the history of the vegetarian society and how the movement has now become part of the mainstream. They also celebrate mouthwatering vegetarian dishes.	Si and Dave continue their culinary journey through time as they celebrate British food.   At one time, vegetarian food had a poor image. The bikers explore the history behind the vegetarian society and how the movement has now become part of the mainstream. They also celebrate some of the truly mouthwatering vegetarian dishes on offer.  Stunning food and fascinating stories told by the popular culinary duo.
5698079854293924634	Mongrels	16/01/2012	30	comedy:comedy/sitcoms		Marion becomes a YouTube sensation after getting his head stuck in a car tyre.	Adult multi-species puppet comedy. Marion becomes a YouTube sensation after getting his head stuck in a car tyre. Destiny uncovers a shocking secret about her owner Gary.	Mongrels, the hilarious, award-winning, adult puppet comedy, returns. Starring Nelson, the metrosexual fox; Destiny, the pretentious pedigree bitch; Marion, the slow-brained street cat; Kali, the rude-girl pigeon; and Vince, the proper ****ing fox.   Starring the voices of Rufus Jones, Lucy Montgomery, Dan Tetsell, Katy Brand, Paul Kaye, and Ruth Bratt. Created by Adam Miller, developed by Jon Brown, Adam Miller and Daniel Peak, written by Jon Brown and Daniel Peak. Puppets created by Talk to the Hand.  Marion becomes a YouTube sensation after getting his head stuck in a car tyre. When building work threatens his den, Nelson must find a flatmate from an endangered species or lose his home. Destiny uncovers a shocking secret about her owner Gary.  With guest star Dr Christian Jessen.
5698087585235057338	Mongrels	16/01/2012	30	comedy:comedy/sitcoms		Nelson and the gang must solve the mystery of what happened on New Year's Eve.	Adult multi-species puppet comedy. With a police dog hot on their trail, Nelson and the gang must solve the mystery of what-the-hell happened on New Year's Eve.	Mongrels, the hilarious, award-winning, adult puppet comedy, returns. Starring Nelson, the metrosexual fox; Destiny, the pretentious pedigree bitch; Marion, the slow-brained street cat; Kali, the rude-girl pigeon; and Vince, the proper ****ing fox.   Starring the voices of Rufus Jones, Lucy Montgomery, Dan Tetsell, Katy Brand, Paul Kaye, and Ruth Bratt. Created by Adam Miller, developed by Jon Brown, Adam Miller and Daniel Peak, written by Jon Brown and Daniel Peak. Puppets created by Talk to the Hand.  It is New Year's Day and the night before is a complete blur. With a police dog hot on their trail, Nelson and the gang must solve the mystery of what-the-hell happened on New Year's Eve before the law catches up with them. Where did Marion find his new Siamese wife? Why are there now two identical Destinys? And how did a dead horse end up in Nelson's den?  With guest star Lembit Opik.
5699157032079504903	Country Tracks	19/01/2012	60	factual/scienceandnature/natureandenvironment	documentaries	Joe Crowley tours sunny South Devon, including a visit to Dawlish.	Joe Crowley tours sunny South Devon, including a visit to Dawlish, where gardening legend Toby Buckland takes him on a tour of his favourite horticultural hotspots.	Joe Crowley tours sunny South Devon. He starts his journey in Dawlish, where local gardening legend Toby Buckland takes him on a tour of his favourite horticultural hotspots.   Joe meets miniature pigs in Buckfastleigh and ends his journey in Dartmouth, where he learns the history of the magnificent castle's defences and tries his hand at commercial crab fishing.
5699503635940288750	Countryfile	26/01/2012	55	factual/scienceandnature	magazinesandreviews	Matt Baker and Ellie Harrison visit the Bridgwater and Taunton canal.	Matt Baker and Ellie Harrison visit the Bridgwater and Taunton canal, as Ellie follows the towpath to discover what makes this place one of the county's best-loved secrets.	Matt Baker and Ellie Harrison visit a little-known stretch of water in Somerset, the Bridgwater and Taunton canal. Ellie follows the towpath of this fourteen mile waterway to discover what makes this place one of the county's best-loved secrets. Matt heads further north to carry out a spring clean, clearing ivy from a wall while hanging from a rope.   John Craven continues his interview with prime minister David Cameron, tackling the issues of animal welfare, farming subsidies and the badger cull. Meanwhile, on his farm, Adam Henson discovers the secret to producing fresh green fodder for his animals all year round.
5699519097822557396	Hairy Bikers' Best of British	20/01/2012	45	factual/foodanddrink:factual/history		Si and Dave explore the amazing food available in our British waterways.	Si and Dave explore the amazing food available in British waterways. The hairy duo try their hand at fly-fishing for trout and make a stuffed wild duck.	Si and Dave continue their culinary journey through time as they celebrate British food.   In this programme, they explore the amazing food available in our British waterways. With their unique banter and camaraderie, the hairy duo try their hand at fly-fishing for trout, create a sumptuous stuffed wild duck and find out about how the Gloucestershire tradition of eating baby eels has effectively died out.  Stunning food and fascinating stories told by the popular culinary duo.
5700092476795163432	Little Prairie Dogs	21/01/2012	10	childrens/factual		It is the weekend, which means a whole day of fun and games.	It is the weekend, which means a whole day of fun and games for all the little prairie dogs. Hide-and-seek and musical statues make for a perfect day.	The little prairie dogs of Prairie Dog Town are chatty, cheeky and very cute. Set against the stunning backdrop of North America's prairies, every episode tells a story of adventure as the little prairie dogs explore the world around them.  It is the weekend, which means a whole day of fun and games for all the little prairie dogs. Hide-and-seek, musical statues and a game of you-are-it make for a perfect day in Prairie Dog Town.
5700463561969537868	Little Prairie Dogs	22/01/2012	10	childrens/factual		A storm has blown across the prairie leaving everything in a bit of a mess.	A storm has blown across the prairie leaving everything in a bit of a mess. Mum wants brothers Snow and Ashki to help clean up after the storm.	The little prairie dogs of Prairie Dog Town are chatty, cheeky and very cute. Set against the stunning backdrop of North America's prairies, every episode tells a story of adventure as the little prairie dogs explore the world around them.  A storm has blown across the prairie leaving everything in a bit of a mess. Mum wants brothers Snow and Ashki to help clean up after the storm, so they set about tidying their room, but not everyone on the prairie makes their job an easy one.
5700646526737756614	Hairy Bikers' Best of British	23/01/2012	45	factual/foodanddrink:factual/history		Si and Dave discover how necessity often forced British cooks to pull out all the stops.	Si and Dave discover how necessity often forced British cooks to pull out all the stops in an effort to create tasty dishes, such as scotch broth, mince and dumplings.	Si and Dave continue their foodie journey through time, as they celebrate British food.   In this programme, they discover how necessity often forced British cooks to pull out all the stops in an effort to create tasty dishes. In fact some of our favourite meals have been born out of hard times. From tummy fillers like mince and dumplings to hearty scotch broths, when the going gets tough, we often turn to food for comfort.  Stunning dishes and fascinating stories told by the popular culinary duo.
